1ht5B1.pdb1	1ht5A1.pdb1	2479.8
6htpa1.pdb1	6htpT1.pdb1	461.65
6htpa1.pdb1	6htpS1.pdb1	586.45
6htpa1.pdb1	6htpH1.pdb1	637.4
6htpL1.pdb1	6htpK1.pdb1	694.6
6htpL1.pdb1	6htpE1.pdb1	370.2
6htpL1.pdb1	6htpV1.pdb1	1378.25
6htpL1.pdb1	6htpW1.pdb1	723.8
6htpJ1.pdb1	6htpK1.pdb1	631.75
6htpJ1.pdb1	6htpI1.pdb1	577.15
6htpJ1.pdb1	6htpC1.pdb1	407.15
6htpJ1.pdb1	6htpX1.pdb1	730.15
6htpK1.pdb1	6htpV1.pdb1	62.5
6htpK1.pdb1	6htpC1.pdb1	312.65
6htpK1.pdb1	6htpX1.pdb1	766.0
6htpK1.pdb1	6htpW1.pdb1	1012.75
6htpO1.pdb1	6htpP1.pdb1	1392.2
6htpO1.pdb1	6htpQ1.pdb1	102.9
6htpO1.pdb1	6htpV1.pdb1	326.5
6htpO1.pdb1	6htpU1.pdb1	1422.1
6htpO1.pdb1	6htpT1.pdb1	157.5
6htpO1.pdb1	6htpR1.pdb1	30.95
6htpO1.pdb1	6htpS1.pdb1	45.3
6htpO1.pdb1	6htpW1.pdb1	531.5
6htpP1.pdb1	6htpQ1.pdb1	1519.15
6htpP1.pdb1	6htpU1.pdb1	136.3
6htpP1.pdb1	6htpT1.pdb1	138.6
6htpP1.pdb1	6htpR1.pdb1	122.9
6htpP1.pdb1	6htpX1.pdb1	540.9
6htpP1.pdb1	6htpS1.pdb1	125.25
6htpP1.pdb1	6htpW1.pdb1	484.2
6htpQ1.pdb1	6htpR1.pdb1	1277.4
6htpQ1.pdb1	6htpX1.pdb1	405.6
6htpE1.pdb1	6htpF1.pdb1	1321.8
6htpN1.pdb1	6htpG1.pdb1	444.3
6htpN1.pdb1	6htpF1.pdb1	480.8
6htpN1.pdb1	6htpH1.pdb1	551.45
6htpZ1.pdb1	6htpI1.pdb1	713.6
6htpZ1.pdb1	6htpR1.pdb1	537.8
6htpZ1.pdb1	6htpS1.pdb1	370.25
6htpZ1.pdb1	6htpH1.pdb1	1374.15
6htpV1.pdb1	6htpU1.pdb1	609.4
6htpV1.pdb1	6htpW1.pdb1	1611.8
6htpI1.pdb1	6htpH1.pdb1	1621.05
6htpU1.pdb1	6htpT1.pdb1	1367.55
6htpT1.pdb1	6htpS1.pdb1	1327.65
6htpG1.pdb1	6htpF1.pdb1	1365.95
6htpG1.pdb1	6htpH1.pdb1	623.9
6htpR1.pdb1	6htpS1.pdb1	1037.8
6htpX1.pdb1	6htpW1.pdb1	573.25
1htbA1.pdb1	1htbB1.pdb1	1675.45
4ht1T2.pdb1	4ht1L1.pdb1	257.35
4ht1T2.pdb1	4ht1T1.pdb1	833.65
4ht1T2.pdb1	4ht1H2.pdb1	434.35
4ht1T2.pdb1	4ht1T3.pdb1	833.65
4ht1T2.pdb1	4ht1L2.pdb1	406.1
4ht1H1.pdb1	4ht1L1.pdb1	1527.5
4ht1H1.pdb1	4ht1T1.pdb1	434.35
4ht1L1.pdb1	4ht1T1.pdb1	406.1
4ht1H3.pdb1	4ht1T3.pdb1	434.3
4ht1H3.pdb1	4ht1L3.pdb1	1527.55
4ht1T1.pdb1	4ht1T3.pdb1	833.65
4ht1T1.pdb1	4ht1L3.pdb1	257.4
4ht1H2.pdb1	4ht1L2.pdb1	1527.5
4ht1T3.pdb1	4ht1L3.pdb1	406.1
4ht1T3.pdb1	4ht1L2.pdb1	257.4
6htmA1.pdb1	6htmA2.pdb1	1064.65
6htkA2.pdb1	6htkA1.pdb1	1092.45
1htoH1.pdb1	1htoA1.pdb1	392.55
1htoH1.pdb1	1htoG1.pdb1	2001.1
1htoH1.pdb1	1htoI1.pdb1	2017.25
1htoH1.pdb1	1htoB1.pdb1	2854.75
1htoA1.pdb1	1htoF1.pdb1	2025.95
1htoA1.pdb1	1htoG1.pdb1	2836.7
1htoA1.pdb1	1htoB1.pdb1	2001.3
1htoJ1.pdb1	1htoK1.pdb1	2014.75
1htoJ1.pdb1	1htoI1.pdb1	2004.1
1htoJ1.pdb1	1htoC1.pdb1	393.7
1htoJ1.pdb1	1htoD1.pdb1	2831.2
1htoF1.pdb1	1htoE1.pdb1	1982.25
1htoF1.pdb1	1htoG1.pdb1	393.6
1htoF1.pdb1	1htoL1.pdb1	2865.45
1htoK1.pdb1	1htoE1.pdb1	2844.9
1htoK1.pdb1	1htoL1.pdb1	1992.8
1htoK1.pdb1	1htoD1.pdb1	380.75
1htoE1.pdb1	1htoL1.pdb1	406.7
1htoE1.pdb1	1htoD1.pdb1	2029.3
1htoG1.pdb1	1htoL1.pdb1	2046.45
1htoI1.pdb1	1htoB1.pdb1	403.1
1htoI1.pdb1	1htoC1.pdb1	2855.9
1htoB1.pdb1	1htoC1.pdb1	1995.3
1htoC1.pdb1	1htoD1.pdb1	1999.95
2htlD1.pdb1	2htlA1.pdb1	141.15
2htlD1.pdb1	2htlB1.pdb1	45.25
2htlD1.pdb1	2htlC1.pdb1	1898.4
2htlA1.pdb1	2htlB1.pdb1	3510.75
2htlA1.pdb1	2htlC1.pdb1	464.8
2htlA1.pdb1	2htlE1.pdb1	134.65
2htlA1.pdb1	2htlF1.pdb1	54.55
2htlB1.pdb1	2htlC1.pdb1	142.75
2htlB1.pdb1	2htlE1.pdb1	456.5
2htlB1.pdb1	2htlF1.pdb1	141.0
2htlE1.pdb1	2htlF1.pdb1	1853.5
4ht6E1.pdb3	4ht6F1.pdb3	702.15
1httA1.pdb1	1httB1.pdb1	3783.95
4ht3A2.pdb4	4ht3B1.pdb4	351.35
2ht9X1.pdb1	2ht9A1.pdb1	205.3
2ht9A1.pdb1	2ht9B1.pdb1	143.15
2htmF1.pdb3	2htmB1.pdb3	996.45
2htmD1.pdb3	2htmA1.pdb3	1093.35
2htmD1.pdb3	2htmH1.pdb3	938.55
2htmD1.pdb3	2htmC1.pdb3	1221.15
2htmG1.pdb3	2htmC1.pdb3	1074.5
2htmE1.pdb3	2htmA1.pdb3	1005.7
2htmA1.pdb3	2htmB1.pdb3	1164.0
2htmB1.pdb3	2htmC1.pdb3	1122.0
4htxB1.pdb2	4htxD1.pdb2	1177.9
4htbA1.pdb2	4htbA2.pdb2	1545.8
5htfB1.pdb1	5htfA1.pdb1	1813.4
2htvA3.pdb1	2htvA4.pdb1	5.8
2htvA3.pdb1	2htvA1.pdb1	1494.25
2htvA3.pdb1	2htvA2.pdb1	1494.25
2htvA4.pdb1	2htvA1.pdb1	1494.25
2htvA4.pdb1	2htvA2.pdb1	1494.25
2htvA1.pdb1	2htvA2.pdb1	5.8
1hteC1.pdb1	1hteB1.pdb1	333.1
1hteC1.pdb1	1hteA1.pdb1	211.7
1hteB1.pdb1	1hteA1.pdb1	1819.4
5htdA2.pdb1	5htdA1.pdb1	459.0
2htmB1.pdb1	2htmA1.pdb1	1164.0
2htmB1.pdb1	2htmF1.pdb1	985.5
2htmA1.pdb1	2htmE1.pdb1	1005.7
3htnA1.pdb1	3htnB1.pdb1	1238.65
3htnA1.pdb1	3htnC1.pdb1	1250.0
3htnB1.pdb1	3htnC1.pdb1	1251.85
4htgA2.pdb2	4htgA1.pdb2	935.6
3htwA1.pdb2	3htwA2.pdb2	1459.1
6htoA1.pdb1	6htoB1.pdb1	1064.4
1ht2K2.pdb4	1ht2L2.pdb4	688.4
1ht2K2.pdb4	1ht2L1.pdb4	355.2
1ht2K1.pdb4	1ht2L1.pdb4	688.45
1ht2K1.pdb4	1ht2L3.pdb4	355.3
1ht2L2.pdb4	1ht2K3.pdb4	355.25
1ht2K3.pdb4	1ht2L3.pdb4	688.4
3htcL1.pdb1	3htcH1.pdb1	135.15
3htcH1.pdb1	3htcI1.pdb1	150.2
4htlA1.pdb2	4htlA4.pdb2	592.5
4htlA1.pdb2	4htlA2.pdb2	732.4
4htlA1.pdb2	4htlA3.pdb2	1826.5
4htlA4.pdb2	4htlA2.pdb2	1826.5
4htlA4.pdb2	4htlA3.pdb2	732.4
4htlA2.pdb2	4htlA3.pdb2	592.5
2htnD3.pdb1	2htnE3.pdb1	556.35
2htnD3.pdb1	2htnH3.pdb1	542.55
2htnD3.pdb1	2htnC3.pdb1	917.4
2htnD3.pdb1	2htnG2.pdb1	556.2
2htnD3.pdb1	2htnF3.pdb1	537.85
2htnD3.pdb1	2htnF2.pdb1	41.75
2htnD1.pdb1	2htnG3.pdb1	557.1
2htnD1.pdb1	2htnF1.pdb1	538.8
2htnD1.pdb1	2htnC1.pdb1	917.7
2htnD1.pdb1	2htnH1.pdb1	547.6
2htnD1.pdb1	2htnE1.pdb1	556.85
2htnD1.pdb1	2htnF3.pdb1	42.05
2htnA2.pdb1	2htnB1.pdb1	526.05
2htnA2.pdb1	2htnH2.pdb1	556.6
2htnA2.pdb1	2htnB2.pdb1	932.4
2htnA2.pdb1	2htnC2.pdb1	26.85
2htnA2.pdb1	2htnC3.pdb1	527.05
2htnA2.pdb1	2htnG2.pdb1	539.3
2htnG3.pdb1	2htnC1.pdb1	531.6
2htnG3.pdb1	2htnH3.pdb1	915.55
2htnG3.pdb1	2htnA3.pdb1	538.15
2htnG3.pdb1	2htnE1.pdb1	37.95
2htnG3.pdb1	2htnF3.pdb1	552.4
2htnG1.pdb1	2htnD2.pdb1	556.45
2htnG1.pdb1	2htnF1.pdb1	550.2
2htnG1.pdb1	2htnH1.pdb1	913.75
2htnG1.pdb1	2htnC2.pdb1	536.6
2htnG1.pdb1	2htnE2.pdb1	37.6
2htnG1.pdb1	2htnA1.pdb1	541.15
2htnD2.pdb1	2htnF1.pdb1	42.8
2htnD2.pdb1	2htnH2.pdb1	546.5
2htnD2.pdb1	2htnC2.pdb1	917.55
2htnD2.pdb1	2htnE2.pdb1	556.15
2htnD2.pdb1	2htnF2.pdb1	539.6
2htnB3.pdb1	2htnB1.pdb1	534.55
2htnB3.pdb1	2htnC1.pdb1	560.45
2htnB3.pdb1	2htnB2.pdb1	536.3
2htnB3.pdb1	2htnH1.pdb1	35.35
2htnB3.pdb1	2htnA3.pdb1	931.2
2htnB3.pdb1	2htnA1.pdb1	528.6
2htnF1.pdb1	2htnH1.pdb1	539.0
2htnF1.pdb1	2htnE2.pdb1	547.25
2htnF1.pdb1	2htnE1.pdb1	916.0
2htnB1.pdb1	2htnH2.pdb1	35.4
2htnB1.pdb1	2htnB2.pdb1	537.95
2htnB1.pdb1	2htnC2.pdb1	557.0
2htnB1.pdb1	2htnA1.pdb1	930.05
2htnE3.pdb1	2htnG2.pdb1	37.65
2htnE3.pdb1	2htnE2.pdb1	535.3
2htnE3.pdb1	2htnE1.pdb1	537.45
2htnE3.pdb1	2htnF3.pdb1	913.35
2htnE3.pdb1	2htnF2.pdb1	547.7
2htnH2.pdb1	2htnC2.pdb1	541.7
2htnH2.pdb1	2htnG2.pdb1	915.75
2htnH2.pdb1	2htnF2.pdb1	540.3
2htnC1.pdb1	2htnH1.pdb1	542.25
2htnC1.pdb1	2htnA3.pdb1	526.4
2htnC1.pdb1	2htnA1.pdb1	26.5
2htnH3.pdb1	2htnB2.pdb1	35.55
2htnH3.pdb1	2htnC3.pdb1	540.15
2htnH3.pdb1	2htnA3.pdb1	559.35
2htnH3.pdb1	2htnF3.pdb1	538.05
2htnB2.pdb1	2htnC3.pdb1	559.3
2htnB2.pdb1	2htnA3.pdb1	529.3
2htnH1.pdb1	2htnA1.pdb1	560.75
2htnC2.pdb1	2htnA1.pdb1	526.7
2htnC3.pdb1	2htnG2.pdb1	537.4
2htnC3.pdb1	2htnA3.pdb1	27.55
2htnG2.pdb1	2htnF2.pdb1	552.15
2htnE2.pdb1	2htnE1.pdb1	538.7
2htnE2.pdb1	2htnF2.pdb1	914.8
2htnE1.pdb1	2htnF3.pdb1	548.9
4ht6A1.pdb1	4ht6B1.pdb1	671.5
4ht3B1.pdb1	4ht3A1.pdb1	1358.15
